INSERT INTO Taxi VALUES ('YPP6492', 'Renault', 'Citroen', '2003', 'LP881328');
INSERT INTO Taxi VALUES ('FKD3940', 'Jeep', 'Volkswagen', '2003', 'FH617225');
INSERT INTO Taxi VALUES ('ZGK2569', 'Fiat', 'Fiat', '2008', 'BG217692');
INSERT INTO Taxi VALUES ('XID9341', 'Fiat', 'Jaguar', '2019', 'QC202017');
INSERT INTO Taxi VALUES ('DDS4658', 'BWM', 'Citroen', '2023', 'GM724657');
INSERT INTO Taxi VALUES ('KBT0751', 'Honda', 'GWM', '2000', 'AR174831');
INSERT INTO Taxi VALUES ('YEG2970', 'BYD', 'Citroen', '2019', 'RU954700');
INSERT INTO Taxi VALUES ('QVZ9836', 'Citroen', 'Suzuki', '2000', 'ND456610');
INSERT INTO Taxi VALUES ('BXU0882', 'Jeep', 'Honda', '2002', 'TK950203');
INSERT INTO Taxi VALUES ('PGH3128', 'Mitsubishi', 'Fiat', '2016', 'ND035623');
INSERT INTO Taxi VALUES ('SRI8576', 'Volkswagen', 'Volkswagen', '2021', 'UP150368');
INSERT INTO Taxi VALUES ('YNW5663', 'Fiat', 'Nissan', '2018', 'VX683877');
INSERT INTO Taxi VALUES ('TMR5022', 'Volkswagen', 'GWM', '2000', 'OK731309');
INSERT INTO Taxi VALUES ('MPS7786', 'Citroen', 'BWM', '2019', 'ES993673');
INSERT INTO Taxi VALUES ('NYX5394', 'Renault', 'Honda', '2012', 'PI402249');
INSERT INTO Taxi VALUES ('WMH4225', 'Citroen', 'Jeep', '2016', 'XP654863');
INSERT INTO Taxi VALUES ('HHP0029', 'Citroen', 'Jaguar', '2009', 'BC424162');
INSERT INTO Taxi VALUES ('KJQ1558', 'Honda', 'Nissan', '1999', 'LB619303');
INSERT INTO Taxi VALUES ('AWA1900', 'Fiat', 'Honda', '2008', 'GG534960');
INSERT INTO Taxi VALUES ('KCB5141', 'Citroen', 'Volkswagen', '2005', 'WM043532');
INSERT INTO Taxi VALUES ('JDH8175', 'BYD', 'Renault', '2009', 'AZ057774');
INSERT INTO Taxi VALUES ('PQB8539', 'Citroen', 'Renault', '2013', 'QD545855');
INSERT INTO Taxi VALUES ('WHQ1467', 'Peugeot', 'Nissan', '2011', 'EE645500');
INSERT INTO Taxi VALUES ('JMM3207', 'Mitsubishi', 'BWM', '2000', 'LN637919');
INSERT INTO Taxi VALUES ('AMD3190', 'Nissan', 'Fiat', '2010', 'DY465786');
INSERT INTO Taxi VALUES ('AIQ4572', 'Fiat', 'Mitsubishi', '1998', 'EN417875');
INSERT INTO Taxi VALUES ('UNL7304', 'BWM', 'Peugeot', '2004', 'MS657757');
INSERT INTO Taxi VALUES ('ETH6490', 'GWM', 'Fiat', '2018', 'MU530395');
INSERT INTO Taxi VALUES ('OGY9668', 'Honda', 'Jaguar', '2012', 'LB897464');
INSERT INTO Taxi VALUES ('QWW9555', 'Citroen', 'Honda', '2014', 'MV659506');
INSERT INTO Taxi VALUES ('CUQ5331', 'Mitsubishi', 'Citroen', '2023', 'TA959346');
INSERT INTO Taxi VALUES ('EMC2467', 'Honda', 'Volkswagen', '2011', 'YK924108');
INSERT INTO Taxi VALUES ('MYC4047', 'Peugeot', 'Citroen', '2005', 'TL907288');
INSERT INTO Taxi VALUES ('LEM3337', 'Peugeot', 'Fiat', '2013', 'ZT747539');
INSERT INTO Taxi VALUES ('IXI8064', 'Marcopolo', 'Jeep', '2004', 'XP288049');
INSERT INTO Taxi VALUES ('GKC1797', 'Volkswagen', 'Jaguar', '2020', 'IB651409');
INSERT INTO Taxi VALUES ('EJG0902', 'Fiat', 'Nissan', '2021', 'YM082866');
INSERT INTO Taxi VALUES ('ODQ4944', 'Suzuki', 'Marcopolo', '2013', 'LY108714');
INSERT INTO Taxi VALUES ('WZZ0675', 'Nissan', 'BYD', '2001', 'AF201874');
INSERT INTO Taxi VALUES ('WNI8278', 'Jaguar', 'Renault', '2002', 'IS786331');
INSERT INTO Taxi VALUES ('LCW3308', 'Mitsubishi', 'BYD', '1999', 'AD906684');
INSERT INTO Taxi VALUES ('MUI4933', 'Nissan', 'Fiat', '2014', 'BL337534');
INSERT INTO Taxi VALUES ('OXT6694', 'BWM', 'BWM', '2020', 'YY204232');
INSERT INTO Taxi VALUES ('XMS9723', 'Mitsubishi', 'Jeep', '2004', 'AN255569');
INSERT INTO Taxi VALUES ('FTL1990', 'BYD', 'Suzuki', '2000', 'XP428449');
INSERT INTO Taxi VALUES ('AFK2435', 'Nissan', 'GWM', '2006', 'HO655841');
INSERT INTO Taxi VALUES ('QGK3006', 'Peugeot', 'Mitsubishi', '2016', 'IR573650');
INSERT INTO Taxi VALUES ('WTS7971', 'Suzuki', 'Peugeot', '2003', 'WA533498');
INSERT INTO Taxi VALUES ('BAR9111', 'Marcopolo', 'Marcopolo', '2005', 'RY311075');
INSERT INTO Taxi VALUES ('CYQ4740', 'Honda', 'Peugeot', '2016', 'JM849089');
INSERT INTO Taxi VALUES ('LJU1980', 'BYD', 'Suzuki', '2015', 'UC324006');
INSERT INTO Taxi VALUES ('HRJ1707', 'Jaguar', 'Jaguar', '2022', 'EZ220564');
INSERT INTO Taxi VALUES ('INA0357', 'Nissan', 'Suzuki', '2009', 'XD630849');
INSERT INTO Taxi VALUES ('GFK7935', 'Nissan', 'Renault', '2003', 'SC758678');
INSERT INTO Taxi VALUES ('XAH3891', 'BYD', 'BWM', '2003', 'WG130415');
INSERT INTO Taxi VALUES ('WHM6641', 'Nissan', 'Jeep', '2005', 'HK224491');
INSERT INTO Taxi VALUES ('MZK0060', 'Jaguar', 'Peugeot', '1999', 'QR173929');
INSERT INTO Taxi VALUES ('TVR8397', 'Jaguar', 'Citroen', '1998', 'NF908781');
INSERT INTO Taxi VALUES ('FJH5864', 'Nissan', 'Marcopolo', '2011', 'HI141620');
INSERT INTO Taxi VALUES ('DGM3083', 'Honda', 'Volkswagen', '2007', 'KX414072');
INSERT INTO Taxi VALUES ('JJJ4614', 'BYD', 'Fiat', '2019', 'UX224472');
INSERT INTO Taxi VALUES ('HMF1993', 'Citroen', 'Volkswagen', '2013', 'MJ843707');
INSERT INTO Taxi VALUES ('SZA9449', 'Mitsubishi', 'GWM', '1998', 'QC560028');
INSERT INTO Taxi VALUES ('LRR7534', 'Nissan', 'Peugeot', '2020', 'TH392951');
INSERT INTO Taxi VALUES ('KJG6785', 'Suzuki', 'Renault', '2010', 'QW278137');
INSERT INTO Taxi VALUES ('LKO8720', 'BYD', 'Volkswagen', '2003', 'QP687984');
INSERT INTO Taxi VALUES ('KZM6552', 'Nissan', 'Marcopolo', '2008', 'LH634533');
INSERT INTO Taxi VALUES ('LDL6618', 'Citroen', 'BWM', '2002', 'UN386494');
INSERT INTO Taxi VALUES ('ICL0962', 'Peugeot', 'Fiat', '2022', 'OR491124');
INSERT INTO Taxi VALUES ('TCO5585', 'Citroen', 'Marcopolo', '2009', 'JJ283182');
INSERT INTO Taxi VALUES ('OFS9797', 'Mitsubishi', 'Jeep', '2015', 'BD008096');
INSERT INTO Taxi VALUES ('PRM9865', 'Honda', 'Toyota', '2006', 'LJ500099');
INSERT INTO Taxi VALUES ('LTX0919', 'Fiat', 'Volkswagen', '2017', 'LR106940');
INSERT INTO Taxi VALUES ('BVR5347', 'Jaguar', 'Jeep', '1999', 'ZL992998');
INSERT INTO Taxi VALUES ('GSV0609', 'BWM', 'Fiat', '2003', 'YR876281');
INSERT INTO Taxi VALUES ('HFI4575', 'Honda', 'Mitsubishi', '2000', 'VM741655');
INSERT INTO Taxi VALUES ('TQJ0887', 'Honda', 'Citroen', '2017', 'WT980503');
INSERT INTO Taxi VALUES ('OXS7850', 'Fiat', 'Volkswagen', '2008', 'XK153653');
INSERT INTO Taxi VALUES ('DXZ8467', 'Jeep', 'Renault', '2017', 'GP114104');
INSERT INTO Taxi VALUES ('ZEG5208', 'Honda', 'Mitsubishi', '2003', 'MV817809');
INSERT INTO Taxi VALUES ('QVR3060', 'Fiat', 'Mitsubishi', '2006', 'IU768469');
INSERT INTO Taxi VALUES ('XHF9603', 'Fiat', 'Nissan', '2000', 'RU551864');
INSERT INTO Taxi VALUES ('LZM9303', 'Fiat', 'Mitsubishi', '2014', 'TR190233');
INSERT INTO Taxi VALUES ('DQG5242', 'Citroen', 'Volkswagen', '2007', 'PW547451');
INSERT INTO Taxi VALUES ('CCF2811', 'BWM', 'Marcopolo', '2009', 'JJ181371');
INSERT INTO Taxi VALUES ('PNU0851', 'BYD', 'Toyota', '2003', 'CJ494624');
INSERT INTO Taxi VALUES ('OIV2991', 'Renault', 'Fiat', '2020', 'WX118465');
INSERT INTO Taxi VALUES ('APQ4987', 'Toyota', 'Jeep', '2018', 'WP121720');
INSERT INTO Taxi VALUES ('MBT6129', 'Marcopolo', 'Renault', '1998', 'NI137315');
INSERT INTO Taxi VALUES ('DTJ3938', 'Honda', 'Fiat', '2023', 'TJ799527');
INSERT INTO Taxi VALUES ('ANR2569', 'GWM', 'BWM', '2018', 'PM085834');
INSERT INTO Taxi VALUES ('FDJ2753', 'Renault', 'Jeep', '2006', 'NR325989');
INSERT INTO Taxi VALUES ('MKT7477', 'Peugeot', 'Jeep', '2014', 'MS303655');
INSERT INTO Taxi VALUES ('DLN2560', 'Fiat', 'Fiat', '2022', 'NK228526');
INSERT INTO Taxi VALUES ('IIN8356', 'Nissan', 'BWM', '2008', 'KQ921051');
INSERT INTO Taxi VALUES ('QDE0129', 'Jeep', 'Volkswagen', '2003', 'CC189277');
INSERT INTO Taxi VALUES ('PAC0134', 'Honda', 'Honda', '2007', 'ZD565938');
INSERT INTO Taxi VALUES ('KXV6884', 'BWM', 'Volkswagen', '1999', 'FI178161');
INSERT INTO Taxi VALUES ('REC3428', 'Nissan', 'Citroen', '2013', 'WY222863');
INSERT INTO Taxi VALUES ('FPT4429', 'Citroen', 'Nissan', '2008', 'HK219257');
INSERT INTO Taxi VALUES ('PMU8986', 'Marcopolo', 'Jaguar', '2001', 'UB342365');
INSERT INTO Taxi VALUES ('VYP5832', 'Nissan', 'Jeep', '2022', 'EM191998');
INSERT INTO Taxi VALUES ('OYX6767', 'Volkswagen', 'Jaguar', '2020', 'YP106337');
INSERT INTO Taxi VALUES ('CBR4558', 'Mitsubishi', 'Citroen', '2009', 'LM646361');
INSERT INTO Taxi VALUES ('UUS7706', 'Peugeot', 'Mitsubishi', '2019', 'MD668467');
INSERT INTO Taxi VALUES ('TWM0875', 'Honda', 'Volkswagen', '2005', 'IQ798313');
INSERT INTO Taxi VALUES ('UWF3074', 'BWM', 'BYD', '2020', 'US985123');
INSERT INTO Taxi VALUES ('QQC3490', 'Peugeot', 'GWM', '2019', 'VL387702');
INSERT INTO Taxi VALUES ('ZZN3713', 'Nissan', 'Nissan', '1998', 'AJ267342');
INSERT INTO Taxi VALUES ('TQD4428', 'Honda', 'BWM', '2002', 'DI200096');
INSERT INTO Taxi VALUES ('NZJ5062', 'Renault', 'Jaguar', '2020', 'ES131996');
INSERT INTO Taxi VALUES ('STK4660', 'Marcopolo', 'Jaguar', '2009', 'LJ789453');
INSERT INTO Taxi VALUES ('CAR7221', 'Nissan', 'GWM', '1998', 'CZ374558');
INSERT INTO Taxi VALUES ('AKQ6077', 'Nissan', 'Volkswagen', '2010', 'CX751885');
INSERT INTO Taxi VALUES ('UNA4297', 'Honda', 'Volkswagen', '2008', 'UB905803');
INSERT INTO Taxi VALUES ('BEG0476', 'Volkswagen', 'Citroen', '1999', 'AY143609');
INSERT INTO Taxi VALUES ('FVE8386', 'Citroen', 'GWM', '2023', 'TB913810');
INSERT INTO Taxi VALUES ('FZW1526', 'Honda', 'Volkswagen', '2002', 'QP598947');
INSERT INTO Taxi VALUES ('TUQ2379', 'Marcopolo', 'Nissan', '2020', 'WA911102');
INSERT INTO Taxi VALUES ('ANQ4893', 'GWM', 'Peugeot', '2016', 'PZ411095');
INSERT INTO Taxi VALUES ('PYC7638', 'Citroen', 'Jeep', '2016', 'FB316770');
INSERT INTO Taxi VALUES ('OJW9837', 'Suzuki', 'Volkswagen', '2019', 'QQ443806');
INSERT INTO Taxi VALUES ('IUB7046', 'Honda', 'Fiat', '2017', 'LO614981');
INSERT INTO Taxi VALUES ('SHC0790', 'Toyota', 'Nissan', '2022', 'YI339812');
INSERT INTO Taxi VALUES ('FTY3849', 'Suzuki', 'Fiat', '2005', 'FA246318');
INSERT INTO Taxi VALUES ('QOQ0559', 'Fiat', 'Fiat', '2001', 'BI732286');
INSERT INTO Taxi VALUES ('VEH6833', 'Jaguar', 'GWM', '2018', 'HT001505');
INSERT INTO Taxi VALUES ('RSV4811', 'Marcopolo', 'Fiat', '1999', 'AF701618');
INSERT INTO Taxi VALUES ('MVU9443', 'Volkswagen', 'Jaguar', '2002', 'XB772874');
INSERT INTO Taxi VALUES ('ZID8299', 'Citroen', 'Jeep', '2000', 'NU171452');
INSERT INTO Taxi VALUES ('SCE0436', 'Jaguar', 'Jaguar', '2005', 'XM640317');
INSERT INTO Taxi VALUES ('SFH2130', 'Suzuki', 'Jaguar', '2016', 'PZ680546');
INSERT INTO Taxi VALUES ('PLC5375', 'Fiat', 'Jeep', '2017', 'PK857522');
INSERT INTO Taxi VALUES ('BFW3902', 'Honda', 'Renault', '2014', 'SA965846');
INSERT INTO Taxi VALUES ('OKX4401', 'Peugeot', 'Peugeot', '2012', 'PH962078');
INSERT INTO Taxi VALUES ('FMT2997', 'Nissan', 'Suzuki', '2000', 'MS204381');
INSERT INTO Taxi VALUES ('EDI4483', 'BWM', 'Nissan', '2021', 'PB648229');
INSERT INTO Taxi VALUES ('JIZ5887', 'Nissan', 'Peugeot', '2001', 'QG610565');
INSERT INTO Taxi VALUES ('ZAV9558', 'Citroen', 'Renault', '2009', 'GU886938');
INSERT INTO Taxi VALUES ('CRZ3656', 'Volkswagen', 'Citroen', '2010', 'EY520720');
INSERT INTO Taxi VALUES ('KCV5190', 'Honda', 'Jeep', '2015', 'BD768201');
INSERT INTO Taxi VALUES ('CYJ3246', 'Suzuki', 'GWM', '2012', 'DH919972');
INSERT INTO Taxi VALUES ('GNR0606', 'Mitsubishi', 'BYD', '2024', 'JQ972228');
INSERT INTO Taxi VALUES ('MKW2641', 'BWM', 'Jaguar', '2013', 'YI581749');
INSERT INTO Taxi VALUES ('JGN3456', 'BWM', 'Jaguar', '2020', 'ZY946872');
INSERT INTO Taxi VALUES ('PQR0342', 'Nissan', 'BWM', '2007', 'HV910621');
INSERT INTO Taxi VALUES ('WGE6912', 'Citroen', 'Toyota', '2012', 'IP101177');
INSERT INTO Taxi VALUES ('QKF6340', 'Nissan', 'Suzuki', '2022', 'TU575134');
INSERT INTO Taxi VALUES ('YJK2034', 'Volkswagen', 'Marcopolo', '2014', 'EE262739');
INSERT INTO Taxi VALUES ('BMO0548', 'Renault', 'Mitsubishi', '2012', 'XP031719');
INSERT INTO Taxi VALUES ('YZO5643', 'Honda', 'Suzuki', '2018', 'IA254411');
INSERT INTO Taxi VALUES ('HPT9639', 'Suzuki', 'Jaguar', '2019', 'YO818015');
INSERT INTO Taxi VALUES ('ODG2984', 'Renault', 'Mitsubishi', '2000', 'KO802230');
INSERT INTO Taxi VALUES ('STE2756', 'Citroen', 'Suzuki', '1999', 'FQ645163');
INSERT INTO Taxi VALUES ('HWT7666', 'Citroen', 'Fiat', '2012', 'PJ598664');
INSERT INTO Taxi VALUES ('EWA6100', 'GWM', 'Volkswagen', '2014', 'WT247468');
INSERT INTO Taxi VALUES ('VWO7976', 'Nissan', 'Citroen', '2016', 'EK516691');
INSERT INTO Taxi VALUES ('ZTU4734', 'Jaguar', 'Suzuki', '2018', 'UX818097');
INSERT INTO Taxi VALUES ('MCN5163', 'Jaguar', 'Volkswagen', '2019', 'QS809752');
INSERT INTO Taxi VALUES ('STK1603', 'Suzuki', 'Honda', '2015', 'TF922111');
INSERT INTO Taxi VALUES ('CYH2927', 'Marcopolo', 'Nissan', '2000', 'UD065848');
INSERT INTO Taxi VALUES ('ITH8131', 'Suzuki', 'Renault', '2004', 'GO494928');
INSERT INTO Taxi VALUES ('HBO5603', 'Nissan', 'Jeep', '2019', 'IO442381');
INSERT INTO Taxi VALUES ('CCH4011', 'Marcopolo', 'Nissan', '2009', 'QK548697');
INSERT INTO Taxi VALUES ('RVV1776', 'BYD', 'Nissan', '2009', 'GU008249');
INSERT INTO Taxi VALUES ('NNS2757', 'Jaguar', 'Volkswagen', '2007', 'CW264132');
INSERT INTO Taxi VALUES ('CSL5222', 'Jeep', 'BWM', '1998', 'QA349659');
INSERT INTO Taxi VALUES ('HZQ1519', 'Suzuki', 'Mitsubishi', '2019', 'WL302366');
INSERT INTO Taxi VALUES ('UTF6890', 'Jeep', 'Volkswagen', '2011', 'QQ444556');
INSERT INTO Taxi VALUES ('RAZ5702', 'Nissan', 'Renault', '2000', 'ZX263173');
INSERT INTO Taxi VALUES ('CMK3165', 'Fiat', 'Citroen', '2022', 'EE781146');
INSERT INTO Taxi VALUES ('YYH0609', 'Citroen', 'Marcopolo', '2022', 'PR885145');
INSERT INTO Taxi VALUES ('XPE6739', 'Fiat', 'Nissan', '2004', 'ZZ927604');
INSERT INTO Taxi VALUES ('FXY5923', 'Mitsubishi', 'Citroen', '2008', 'LA181467');
INSERT INTO Taxi VALUES ('EOF7283', 'Jeep', 'Volkswagen', '2023', 'YQ014512');
INSERT INTO Taxi VALUES ('BXL4804', 'Renault', 'Peugeot', '2019', 'PU635037');
INSERT INTO Taxi VALUES ('BCI8801', 'Citroen', 'Marcopolo', '2022', 'CZ754397');
INSERT INTO Taxi VALUES ('EXA0203', 'Volkswagen', 'GWM', '2005', 'HV628098');
INSERT INTO Taxi VALUES ('NQX1430', 'Nissan', 'Citroen', '2023', 'RQ847886');
INSERT INTO Taxi VALUES ('DMB9437', 'Honda', 'Mitsubishi', '1998', 'SN920438');
INSERT INTO Taxi VALUES ('LQO6009', 'Citroen', 'Marcopolo', '2005', 'OK641072');
INSERT INTO Taxi VALUES ('JUH1539', 'BYD', 'Jaguar', '2021', 'BH108270');
INSERT INTO Taxi VALUES ('UCK6128', 'BWM', 'Honda', '2012', 'ZJ034885');
INSERT INTO Taxi VALUES ('RZI5844', 'Jaguar', 'Volkswagen', '2005', 'BW180446');
INSERT INTO Taxi VALUES ('ZDK7181', 'Suzuki', 'Jaguar', '2005', 'WK421489');
INSERT INTO Taxi VALUES ('BYD5454', 'Citroen', 'Mitsubishi', '2019', 'XJ206700');
INSERT INTO Taxi VALUES ('RYG6603', 'Peugeot', 'Jaguar', '2001', 'VO173338');
INSERT INTO Taxi VALUES ('QUX4766', 'BWM', 'Citroen', '2017', 'RD976614');
INSERT INTO Taxi VALUES ('ZFF3853', 'Mitsubishi', 'Volkswagen', '2012', 'SB639934');
INSERT INTO Taxi VALUES ('OWE2242', 'Honda', 'Nissan', '2022', 'FG330103');
INSERT INTO Taxi VALUES ('LIR9624', 'Honda', 'Citroen', '2018', 'IX619580');
INSERT INTO Taxi VALUES ('SGW7311', 'Honda', 'Citroen', '2018', 'TV687058');
INSERT INTO Taxi VALUES ('LIS2610', 'Volkswagen', 'BWM', '1999', 'EL462921');
INSERT INTO Taxi VALUES ('VGS2870', 'Suzuki', 'Nissan', '2001', 'GC967576');
INSERT INTO Taxi VALUES ('IAZ6503', 'Nissan', 'Volkswagen', '2001', 'ZL003757');
INSERT INTO Taxi VALUES ('XWL6100', 'GWM', 'Mitsubishi', '2003', 'WK701190');
INSERT INTO Taxi VALUES ('URV2021', 'Honda', 'Mitsubishi', '2019', 'MA760694');
INSERT INTO Taxi VALUES ('NDF6467', 'Volkswagen', 'Mitsubishi', '2002', 'DA116239');
INSERT INTO Taxi VALUES ('XJV7265', 'Fiat', 'BYD', '2018', 'BS166737');
INSERT INTO Taxi VALUES ('DIN6883', 'Nissan', 'Jaguar', '2001', 'CA457527');
INSERT INTO Taxi VALUES ('GVB2764', 'Nissan', 'Volkswagen', '2006', 'CT173567');
INSERT INTO Taxi VALUES ('WIJ6981', 'Peugeot', 'Honda', '2024', 'YN993984');
INSERT INTO Taxi VALUES ('YGU1045', 'BWM', 'Suzuki', '2015', 'KO040245');
INSERT INTO Taxi VALUES ('PCI8386', 'Jeep', 'Nissan', '2015', 'VF050168');
INSERT INTO Taxi VALUES ('OBB2178', 'Peugeot', 'BYD', '2014', 'WY538286');
INSERT INTO Taxi VALUES ('HKY3711', 'Jaguar', 'Honda', '2016', 'PT055508');
INSERT INTO Taxi VALUES ('VSV5519', 'Renault', 'Mitsubishi', '2020', 'DG401263');
INSERT INTO Taxi VALUES ('FAU7004', 'Nissan', 'Suzuki', '2020', 'IE173909');
INSERT INTO Taxi VALUES ('UFP8817', 'Jeep', 'Volkswagen', '2007', 'SY878680');
INSERT INTO Taxi VALUES ('VYL0553', 'Fiat', 'Volkswagen', '2021', 'JL001028');
INSERT INTO Taxi VALUES ('BZP6807', 'BWM', 'Marcopolo', '2001', 'YN847340');
INSERT INTO Taxi VALUES ('TGE6400', 'Mitsubishi', 'Jaguar', '1999', 'GH715397');
INSERT INTO Taxi VALUES ('BAU9703', 'Volkswagen', 'Mitsubishi', '2012', 'LU414838');
INSERT INTO Taxi VALUES ('WVQ4680', 'Honda', 'BYD', '2003', 'TV979530');
INSERT INTO Taxi VALUES ('STE2213', 'Volkswagen', 'BWM', '2019', 'EF249668');
INSERT INTO Taxi VALUES ('BHG0551', 'Suzuki', 'Renault', '2013', 'MP348208');
INSERT INTO Taxi VALUES ('OAI4975', 'Fiat', 'Suzuki', '2018', 'SO050780');
INSERT INTO Taxi VALUES ('VPU9104', 'Nissan', 'Honda', '2010', 'KF523266');
INSERT INTO Taxi VALUES ('RYN8053', 'Nissan', 'Renault', '2024', 'PH939770');
INSERT INTO Taxi VALUES ('PGU8788', 'Jaguar', 'Jaguar', '2018', 'AR536482');
INSERT INTO Taxi VALUES ('VAW9966', 'Renault', 'Volkswagen', '1998', 'HN462229');
INSERT INTO Taxi VALUES ('AEG4593', 'Peugeot', 'Marcopolo', '2015', 'RU660810');
INSERT INTO Taxi VALUES ('SEH9864', 'Jaguar', 'BWM', '2008', 'ZZ310723');
INSERT INTO Taxi VALUES ('CRY6584', 'Citroen', 'Toyota', '2004', 'HP849346');
INSERT INTO Taxi VALUES ('PBR8030', 'Renault', 'Peugeot', '2012', 'UF079170');
INSERT INTO Taxi VALUES ('HYO5490', 'Renault', 'Citroen', '2020', 'NQ869464');
INSERT INTO Taxi VALUES ('YIO3594', 'Citroen', 'Honda', '2018', 'JC565122');
INSERT INTO Taxi VALUES ('DCY9988', 'Suzuki', 'Suzuki', '2013', 'QC526262');
INSERT INTO Taxi VALUES ('ZSP3256', 'Marcopolo', 'Mitsubishi', '2024', 'DK582166');
INSERT INTO Taxi VALUES ('EIL9956', 'BWM', 'Volkswagen', '2019', 'FL075357');
INSERT INTO Taxi VALUES ('EDW0840', 'BYD', 'Jaguar', '2017', 'FF519917');
INSERT INTO Taxi VALUES ('THZ4915', 'BYD', 'BWM', '2022', 'LC285366');
INSERT INTO Taxi VALUES ('CHB6474', 'Fiat', 'Peugeot', '2012', 'ME905584');
INSERT INTO Taxi VALUES ('QTF3828', 'BWM', 'Volkswagen', '2000', 'FO481634');
INSERT INTO Taxi VALUES ('OUL7369', 'Volkswagen', 'Toyota', '2004', 'LW966237');
INSERT INTO Taxi VALUES ('PJL5517', 'Volkswagen', 'Fiat', '2002', 'OX759746');
INSERT INTO Taxi VALUES ('RSY6151', 'Honda', 'GWM', '1999', 'RM366505');
INSERT INTO Taxi VALUES ('GMD5852', 'Renault', 'Citroen', '2010', 'HZ305250');
INSERT INTO Taxi VALUES ('FMF9677', 'Honda', 'Honda', '2017', 'CN530172');
INSERT INTO Taxi VALUES ('VXK7531', 'Nissan', 'BWM', '2008', 'CN307310');
INSERT INTO Taxi VALUES ('FMS5589', 'Citroen', 'Nissan', '1998', 'PL855875');
INSERT INTO Taxi VALUES ('XQH8926', 'Nissan', 'Mitsubishi', '2004', 'SK238576');
INSERT INTO Taxi VALUES ('SMO3162', 'Nissan', 'Citroen', '2003', 'UB261889');
INSERT INTO Taxi VALUES ('AXW1584', 'Nissan', 'Renault', '2017', 'GZ129685');
INSERT INTO Taxi VALUES ('PUS0536', 'Suzuki', 'Suzuki', '2022', 'UP112268');
INSERT INTO Taxi VALUES ('JAZ4398', 'Volkswagen', 'Mitsubishi', '2018', 'SV400684');
INSERT INTO Taxi VALUES ('QUV9540', 'Jaguar', 'Jaguar', '2021', 'JJ455834');
INSERT INTO Taxi VALUES ('NFN0796', 'Nissan', 'BWM', '2010', 'NF329569');
INSERT INTO Taxi VALUES ('YCQ5959', 'Mitsubishi', 'Suzuki', '2008', 'ZO682753');
INSERT INTO Taxi VALUES ('GJP6948', 'Suzuki', 'Honda', '2017', 'VA307829');
INSERT INTO Taxi VALUES ('SMS4232', 'Peugeot', 'Jeep', '2019', 'NW493456');
INSERT INTO Taxi VALUES ('KLK2252', 'Mitsubishi', 'GWM', '2016', 'NX876733');
INSERT INTO Taxi VALUES ('BDB7736', 'Suzuki', 'Marcopolo', '2002', 'ZR770931');
INSERT INTO Taxi VALUES ('AMJ8007', 'Jaguar', 'Peugeot', '2022', 'YX000664');
INSERT INTO Taxi VALUES ('EYM2491', 'Peugeot', 'Volkswagen', '2015', 'OY788266');
INSERT INTO Taxi VALUES ('ECM1474', 'Honda', 'BWM', '2022', 'UY954393');
INSERT INTO Taxi VALUES ('HEI3216', 'Jeep', 'GWM', '2011', 'UW964634');
INSERT INTO Taxi VALUES ('BEZ8163', 'Honda', 'Nissan', '2003', 'IJ673714');
INSERT INTO Taxi VALUES ('SFR2887', 'Renault', 'Fiat', '2008', 'NT947365');
INSERT INTO Taxi VALUES ('CBD2164', 'Fiat', 'Citroen', '2020', 'ZU086820');
INSERT INTO Taxi VALUES ('BGF1324', 'Mitsubishi', 'Jeep', '2011', 'PU506242');
INSERT INTO Taxi VALUES ('THF0448', 'Mitsubishi', 'Jaguar', '2016', 'FL319058');
INSERT INTO Taxi VALUES ('FYC3963', 'Volkswagen', 'Mitsubishi', '2014', 'AV905515');
INSERT INTO Taxi VALUES ('PRM5141', 'Nissan', 'GWM', '2008', 'RQ198823');
INSERT INTO Taxi VALUES ('JBW8426', 'BYD', 'Jaguar', '2001', 'GV019609');
INSERT INTO Taxi VALUES ('XRV3605', 'Citroen', 'Suzuki', '2009', 'LA425799');
INSERT INTO Taxi VALUES ('HGP8779', 'Renault', 'GWM', '2008', 'TM484591');
INSERT INTO Taxi VALUES ('UUP6815', 'Honda', 'BYD', '2013', 'YH821671');
INSERT INTO Taxi VALUES ('AHD6267', 'Renault', 'BWM', '2013', 'DT392833');
INSERT INTO Taxi VALUES ('IZZ3821', 'Peugeot', 'Jeep', '2022', 'NX383335');
INSERT INTO Taxi VALUES ('ITE1193', 'Marcopolo', 'Fiat', '2006', 'KN407971');
INSERT INTO Taxi VALUES ('GTA2283', 'Marcopolo', 'Volkswagen', '2005', 'UF489299');
INSERT INTO Taxi VALUES ('OIF6611', 'BYD', 'Citroen', '2014', 'BR015653');
INSERT INTO Taxi VALUES ('TBZ9652', 'Renault', 'BWM', '2007', 'DX284081');
INSERT INTO Taxi VALUES ('DAO4992', 'Jeep', 'GWM', '2017', 'HV534388');
INSERT INTO Taxi VALUES ('WOG8990', 'Marcopolo', 'Toyota', '2006', 'ZZ579081');
INSERT INTO Taxi VALUES ('ZHM5512', 'BWM', 'Peugeot', '2018', 'RM960428');
INSERT INTO Taxi VALUES ('WQO3673', 'Fiat', 'BYD', '2017', 'GU972840');
INSERT INTO Taxi VALUES ('AWA5347', 'Mitsubishi', 'Jeep', '2006', 'OY003030');
